"indicator","medie","abatere_std"
"prob_detectie_zi",0.0992767123287671,0.015558786770949
"prop_detectata",0.0502938483409659,0.00902998043552721
"prop_nedetectata",0.949706151659034,0.00902998043552721
"nr_mediu_verificari",21.4349835616438,0.689061213696794
"eficienta",0.00496020467650282,0.000793265682189192
