"indicator","medie","abatere_std"
"prob_detectie_zi",0.0948383561643836,0.0152983033004014
"prop_detectata",0.0498014623092359,0.00949596088602639
"prop_nedetectata",0.950198537690764,0.00949596088602639
"nr_mediu_verificari",20.0143506849315,0.239146644557
"eficienta",0.00497918128063713,0.000829289017717986
